claim_id,season_id,table_name,claim_type,claim_subject,claim_field,claim_value,evidence_status,confidence,source_urls,notes
claim_roster_matchdays_236_person_name_b97d2cd6f6,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 9,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_236_team_name_7025b1731d,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 9,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_236_pokemon_675bc3d741,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 9,pokemon,Grebbit,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_236_week_label_7965a5df48,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 9,week_label,9,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_236_kills_00a4bed17d,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 9,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_237_person_name_ffc4c5538f,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 10,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_237_team_name_9eaaf8725a,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 10,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_237_pokemon_abea4df387,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 10,pokemon,Grebbit,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_237_week_label_7dcdfc44cd,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 10,week_label,10,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_237_kills_d15624f562,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 10,kills,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_238_person_name_e456a5fd78,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 11,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_238_team_name_993e492bb6,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 11,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_238_pokemon_93ffa9fa08,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 11,pokemon,Grebbit,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_238_week_label_320349fcac,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 11,week_label,11,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_238_kills_0401a4bebb,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 11,kills,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_239_person_name_53b75bd142,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 12,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_239_team_name_8c9e36df50,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 12,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_239_pokemon_8a2dc279bf,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 12,pokemon,Grebbit,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_239_week_label_f2dc207755,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 12,week_label,12,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_239_kills_50d0c5ee8e,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 12,kills,2,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_240_person_name_3256fd7823,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 14,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_240_team_name_4ce1ed886a,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 14,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_240_pokemon_03baca9003,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 14,pokemon,Grebbit,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_240_week_label_f51acf39ce,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 14,week_label,14,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_240_kills_1a5c9bbd22,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Grebbit / 14,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_241_person_name_cafc9c4316,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 1,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_241_team_name_5e8ecd15cd,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 1,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_241_pokemon_e65a70c797,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 1,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_241_week_label_8126d6be64,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 1,week_label,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_241_kills_9a9fba5f3c,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 1,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_242_person_name_a397dcd748,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 3,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_242_team_name_062142e619,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 3,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_242_pokemon_06734f5faa,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 3,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_242_week_label_4d5dcb5f3b,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 3,week_label,3,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_242_kills_dadddbebd3,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 3,kills,5,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_243_person_name_6a3f593991,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 4,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_243_team_name_ed83c75dca,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 4,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_243_pokemon_30576f0d2e,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 4,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_243_week_label_04b2cc5dfc,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 4,week_label,4,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_243_kills_94fc72c567,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 4,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_244_person_name_531c78af92,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 5,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_244_team_name_ccd99e70fb,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 5,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_244_pokemon_a449b86d1c,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 5,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_244_week_label_d794fd903d,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 5,week_label,5,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_244_kills_d3ce285369,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 5,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_245_person_name_62dfc22b00,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 7,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_245_team_name_36b8a0d90a,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 7,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_245_pokemon_1a3f51e443,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 7,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_245_week_label_9c4369c842,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 7,week_label,7,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_245_kills_e5fe23442d,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 7,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_246_person_name_397c40c11f,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 9,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_246_team_name_9e4b8608e5,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 9,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_246_pokemon_5473f316f2,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 9,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_246_week_label_741a21a1e9,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 9,week_label,9,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_246_kills_cda59ae21a,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 9,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_247_person_name_10f4020a1f,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 10,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_247_team_name_d32f1d7a14,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 10,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_247_pokemon_d915d89af3,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 10,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_247_week_label_6ab4556906,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 10,week_label,10,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_247_kills_8aaa226bba,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 10,kills,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_248_person_name_c3923beb65,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 11,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_248_team_name_336095d973,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 11,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_248_pokemon_7dcee4455f,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 11,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_248_week_label_039292a08e,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 11,week_label,11,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_248_kills_d36eab9563,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 11,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_249_person_name_9eb45b0762,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 12,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_249_team_name_027bedb08d,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 12,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_249_pokemon_64ec84c902,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 12,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_249_week_label_acff6f4979,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 12,week_label,12,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_249_kills_ccaebda33a,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 12,kills,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_250_person_name_4b0db06f68,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 13,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_250_team_name_b393437c6b,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 13,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_250_pokemon_0de2794c15,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 13,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_250_week_label_7a79671a79,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 13,week_label,13,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_250_kills_0da282459b,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 13,kills,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_251_person_name_74f13ae0c3,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 14,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_251_team_name_946124533a,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 14,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_251_pokemon_585a9017a8,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 14,pokemon,Keldeo,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_251_week_label_1bb5ef3082,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 14,week_label,14,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_251_kills_62ba36973b,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Keldeo / 14,kills,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_252_person_name_a75b572cb6,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 1,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_252_team_name_bd760e4953,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 1,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_252_pokemon_d3defb72e5,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 1,pokemon,Raikou,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_252_week_label_80ba9ce0fa,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 1,week_label,1,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_252_kills_e754f1b6e5,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 1,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_253_person_name_e96a5a585d,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 2,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_253_team_name_f013cfb4a5,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 2,team_name,Voltwizards,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_253_pokemon_d2e8894006,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 2,pokemon,Raikou,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_253_week_label_26af9115d0,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 2,week_label,2,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_253_kills_0a499d90aa,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 2,kills,0,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
claim_roster_matchdays_254_person_name_5249cf5d02,season_009,roster_matchdays,roster_matchday,Blocki / Voltwizards / Raikou / 3,person_name,Blocki,sheet_extracted,,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1967375019,
