,2 Pokémon,,,3 Pokémon,,,3 Pokémon,,,1/2 Pokémon,,,1/2 Pokémon,,,,,,,,,,Pick,Tier,,Sortiert nach Alphabet,,,Gepickte Mons,Alphabetisch
,S-Tier,,,A-Tier,,,B-Tier,,,C-Tier,,,D-Tier,,,Trash,,,Gebannte Pokémon,,,,Alola-Vulnona,S-Tier,,Abra,Trash,Team 1,Wulaosu-Fließend,Alola-Snobilikat
,,Alola-Vulnona,,,Aggrostella,,,Aerodactyl,,,Aeropteryx,,,Absol,,,Abra,,,Agoyon,,,Boreos-T,S-Tier,,Absol,D-Tier,,Knakrack,Amfira
,,Boreos-T,,,Alola-Knogga,,,Alola-Raichu,,,Alola-Kokowei,,,Alola-Digdri,,,Akkup,,,Coronospa (Rappenreiter),,,Demeteros-T,S-Tier,,Aerodactyl,B-Tier,,Primarene,Amigento-Stahl
,,Demeteros-T,,,Anego,,,Amfira,,,Alola-Sandamer,,,Alola-Vulpix,,,Algitt,,,Coronospa (Schimmelreiter),,,Despotar,S-Tier,,Aeropteryx,C-Tier,,Galar-Lavados,Azumarill
,,Despotar,,,Arkani,,,Amigento-Normal,,,Alola-Snobilikat,,,Alpollo,,,Alola-Digda,,,Dialga,,,Galar-Flampivian,S-Tier,,Aggrostella,A-Tier,,Gengar,Bissbark
,,Galar-Flampivian,,,Azumarill,,,Aranestro,,,Amigento-Disc,,,Altaria,,,Alola-Mauzi,,,Endynalos,,,Galar-Zapdos,S-Tier,,Agoyon,Ban,,Elfun,Boreos-T
,,Galar-Zapdos,,,Bisaflor,,,Austos,,,Amoroso,,,Amagarga,,,Alola-Sandan,,,Genesect,,,Gortrom,S-Tier,,Akkup,Trash,,Wolwerock-Zwielicht,Branawarz
,,Gortrom,,,Boreos-I,,,Bandelby,,,Apoquallyp,,,Arboretoss,,,Amarino,,,Giratina,,,Heatran,S-Tier,,Algitt,Trash,,Panzaeron,Britzigel
,,Heatran,,,Brockoloss,,,Barrakiefa,,,Aquana,,,Arktilas,,,Amonitas,,,Giratina-Ursprung,,,Hutsassa,S-Tier,,Alola-Digda,Trash,,Raichu,Brockoloss
,,Hutsassa,,,Brutalanda,,,Barrikadax,,,Baldorfish,,,Arktos,,,Anorith,,,Groudon,,,Kaguron,S-Tier,,Alola-Digdri,D-Tier,,Vesprit,Bronzong
,,Kaguron,,,Cresselia,,,Branawarz,,,Bissbark,,,Armaldo,,,Araqua,,,Ho-Oh,,,Kapu-Kime,S-Tier,,Alola-Knogga,A-Tier,,Tortunator,Curelei
,,Kapu-Kime,,,Demeteros-I,,,Caesurio,,,Bronzong,,,Bähmon,,,Arktip,,,Jirachi,,,Kapu-Riki,S-Tier,,Alola-Kokowei,C-Tier,Team 2,Katapuldra,Demeteros-I
,,Kapu-Riki,,,Diancie,,,Cavalanzas,,,Chillabell,,,Barschuft,,,Azurill,,,Katagami,,,Katapuldra,S-Tier,,Alola-Mauzi,Trash,,Boreos-T,Demeteros-T
,,Katapuldra,,,Dragoran,,,Celebi,,,Chimstix,,,Bellektro,,,Balgoras,,,Kyogre,,,Knakrack,S-Tier,,Alola-Raichu,B-Tier,,Pelipper,Donarion
,,Knakrack,,,Durengard,,,Cerapendra,,,Donarion,,,Bisofank,,,Barschwa,,,Kyurem-Schwarz,,,Kyurem,S-Tier,,Alola-Sandamer,C-Tier,,Azumarill,Durengard
,,Kyurem,,,Entei,,,Chaneira,,,Dressella,,,Blitza,,,Bauz,,,Kyurem-Weiß,,,Latias,S-Tier,,Alola-Sandan,Trash,,Rabigator,Elfun
,,Latias,,,Feelinara,,,Clavion,,,Drifzepeli,,,Blubella,,,Bisaknosp,,,Lugia,,,Latios,S-Tier,,Alola-Snobilikat,C-Tier,,Galar-Lahmus,Entei
,,Latios,,,Fuegro,,,Curelei,,,Duokles,,,Botogel,,,Bisasam,,,Lunala,,,Lectragon,S-Tier,,Alola-Vulnona,S-Tier,,Viscogon,Feelinara
,,Lectragon,,,Galar-Laschoking,,,Ditto,,,Duraludon,,,Britzigel,,,Bithora,,,Magearna,,,Necrozma,S-Tier,,Alola-Vulpix,D-Tier,,Wie-Shu,Fruyal
,,Necrozma,,,Galar-Lavados,,,Echnatoll,,,Elezard,,,Calamanero,,,Blanas,,,Marshadow,,,Pixi,S-Tier,,Alpollo,D-Tier,,Amigento-Stahl,Fuegro
,,Pixi,,,Galar-Smogmog,,,Elfun,,,Elevoltek,,,Castellith,,,Brimano,,,Melmetal,,,Porygon2,S-Tier,,Altaria,D-Tier,,Kappalores,Galar-Lahmus
,,Porygon2,,,Garados,,,Fermicula,,,Fiaro,,,Colossand,,,Brimova,,,Mew,,,Qurtel,S-Tier,,Amagarga,D-Tier,,Britzigel,Galar-Lavados
,,Qurtel,,,Gengar,,,Flampivian,,,Frosdedje,,,Corasonn,,,Bronzel,,,Mewtu,,,Ramoth,S-Tier,,Amarino,Trash,Team 3,Terrakium,Gastrodon
,,,,,,,,,,,,,,,,,,,,,,,Mampfaxo,D-Tier,,Krebutack,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mantidea,D-Tier,,Kryppuk,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Maracamba,D-Tier,,Kubuin,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Maritellit,D-Tier,,Kupfanti,Trash
,,,,,,,,,,,,,,,,,,,,,,,Maschock,D-Tier,,Kussilla,Trash
,,,,,,,,,,,,,,,,,,,,,,,Mauzinger,D-Tier,,Kyogre,Ban
,,,,,,,,,,,,,,,,,,,,,,,Megalon,D-Tier,,Kyurem,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Metang,D-Tier,,Kyurem-Schwarz,Ban
,,,,,,,,,,,,,,,,,,,,,,,Mitodos,D-Tier,,Kyurem-Weiß,Ban
,,,,,,,,,,,,,,,,,,,,,,,Mogelbaum,D-Tier,,Lahmus,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Montecarbo,D-Tier,,Lamellux,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Morbitesse,D-Tier,,Lampi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Morpeko,D-Tier,,Lanturn,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mottineva,D-Tier,,Lapras,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Ninjask,D-Tier,,Larvitar,Trash
,,,,,,,,,,,,,,,,,,,,,,,Ninjatom,D-Tier,,Laschoking,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nockchan,D-Tier,,Laternecto,Trash
,,,,,,,,,,,,,,,,,,,,,,,Noctuh,D-Tier,,Latias,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Octillery,D-Tier,,Latios,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Oghnatoll,D-Tier,,Lauchzelot,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Ohrdoch,D-Tier,,Laukaps,Trash
,,,,,,,,,,,,,,,,,,,,,,,Pampuli,D-Tier,,Lavados,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pantifrost,D-Tier,,Lecryodon,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pantimos,D-Tier,,Lectragon,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pelzebub,D-Tier,,Legios,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pikachu,D-Tier,,Lepumentas,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pinsir,D-Tier,,Libelldra,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Porenta,D-Tier,,Liberlo,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pottrott,D-Tier,,Lichtel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Psiaugon-weiblich,D-Tier,,Liliep,Trash
,,,,,,,,,,,,,,,,,,,,,,,Quappo,D-Tier,,Lilminip,Trash
,,,,,,,,,,,,,,,,,,,,,,,Regice,D-Tier,,Lin-Fu,Trash
,,,,,,,,,,,,,,,,,,,,,,,Relicanth,D-Tier,,Lithomith,Trash
,,,,,,,,,,,,,,,,,,,,,,,Riolu,D-Tier,,Lohgock,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Rocara,D-Tier,,Lombrero,Trash
,,,,,,,,,,,,,,,,,,,,,,,Rokkaiman,D-Tier,,Loturzel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Rollum,D-Tier,,Lucario,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Roselia,D-Tier,,Lugia,Ban
,,,,,,,,,,,,,,,,,,,,,,,Rossana,D-Tier,,Lunala,Ban
,,,,,,,,,,,,,,,,,,,,,,,Rotom-Fan,D-Tier,,Lunastein,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Rotom-Frost,D-Tier,,Lusardin,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Sandamer,D-Tier,,Luxio,Trash
,,,,,,,,,,,,,,,,,,,,,,,Schlapfel,D-Tier,,Luxtra,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Schlapor,D-Tier,,Mabula,Trash
,,,,,,,,,,,,,,,,,,,,,,,Schlaraffel,D-Tier,,Machollo,Trash
,,,,,,,,,,,,,,,,,,,,,,,Schlurplek,D-Tier,,Machomei,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Sharfax,D-Tier,,Magbrant,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Siberio,D-Tier,,Magby,Trash
,,,,,,,,,,,,,,,,,,,,,,,Skallyk,D-Tier,,Magearna,Ban
,,,,,,,,,,,,,,,,,,,,,,,Skuntank,D-Tier,,Magmar,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Smettbo,D-Tier,,Magnetilo,Trash
,,,,,,,,,,,,,,,,,,,,,,,Snobilikat,D-Tier,,Magneton,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Somnivora,D-Tier,,Magnezone,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Sonnfel,D-Tier,,Makabaja,Trash
,,,,,,,,,,,,,,,,,,,,,,,Stolloss,D-Tier,,Mampfaxo,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Strepoli,D-Tier,,Mamutel,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Tengulist,D-Tier,,Mantax,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Tortunator,D-Tier,,Mantidea,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Trombork,D-Tier,,Mantirps,Trash
,,,,,,,,,,,,,,,,,,,,,,,Urgl,D-Tier,,Maracamba,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Vibrava,D-Tier,,Marikeck,Trash
,,,,,,,,,,,,,,,,,,,,,,,Viscargot,D-Tier,,Marill,Trash
,,,,,,,,,,,,,,,,,,,,,,,Voltenso,D-Tier,,Maritellit,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Wailord,D-Tier,,Marshadow,Ban
,,,,,,,,,,,,,,,,,,,,,,,Walraisa,D-Tier,,Maschock,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Welsar,D-Tier,,Masskito,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Wielie,D-Tier,,Mauzi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Woingenau,D-Tier,,Mauzinger,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Wummer,D-Tier,,Maxax,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Xatu,D-Tier,,Mebrana,Trash
,,,,,,,,,,,,,,,,,,,,,,,Zwollock,D-Tier,,Mediras,Trash
,,,,,,,,,,,,,,,,,,,,,,,Abra,Trash,,Megalon,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Akkup,Trash,,Meikro,Trash
,,,,,,,,,,,,,,,,,,,,,,,Algitt,Trash,,Meistagrif,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Alola-Digda,Trash,,Melmetal,Ban
,,,,,,,,,,,,,,,,,,,,,,,Alola-Mauzi,Trash,,Meltan,Trash
,,,,,,,,,,,,,,,,,,,,,,,Alola-Sandan,Trash,,Memmeon,Trash
,,,,,,,,,,,,,,,,,,,,,,,Amarino,Trash,,Metagross,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Amonitas,Trash,,Metang,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Anorith,Trash,,Mew,Ban
,,,,,,,,,,,,,,,,,,,,,,,Araqua,Trash,,Mewtu,Ban
,,,,,,,,,,,,,,,,,,,,,,,Arktip,Trash,,Miezunder,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Azurill,Trash,,Milotic,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Balgoras,Trash,,Miltank,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Barschwa,Trash,,Milza,Trash
,,,,,,,,,,,,,,,,,,,,,,,Bauz,Trash,,Mimigma,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Bisaknosp,Trash,,Miniras,Trash
,,,,,,,,,,,,,,,,,,,,,,,Bisasam,Trash,,Mitodos,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Bithora,Trash,,Mobai,Trash
,,,,,,,,,,,,,,,,,,,,,,,Blanas,Trash,,Mogelbaum,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Brimano,Trash,,Mollimorba,Trash
,,,,,,,,,,,,,,,,,,,,,,,Brimova,Trash,,Molunk,Trash
,,,,,,,,,,,,,,,,,,,,,,,Bronzel,Trash,,Monargoras,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Bubungus,Trash,,Monozyto,Trash
,,,,,,,,,,,,,,,,,,,,,,,Chimpep,Trash,,Montecarbo,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Cosmog,Trash,,Moorabbel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Cosmovum,Trash,,Morbitesse,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Cottini,Trash,,Morlord,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dakuma,Trash,,Morpeko,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dartignis,Trash,,Mortipot,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dartiri,Trash,,Moruda,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Digda,Trash,,Mottineva,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dragonir,Trash,,Muramura,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Dratini,Trash,,Muschas,Trash
,,,,,,,,,,,,,,,,,,,,,,,Driftlon,Trash,,Myrapla,Trash
,,,,,,,,,,,,,,,,,,,,,,,Dusselgurr,Trash,,Nachtara,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,eF-eM,Trash,,Natu,Trash
,,,,,,,,,,,,,,,,,,,,,,,Eguana,Trash,,Navitaub,Trash
,,,,,,,,,,,,,,,,,,,,,,,Elekid,Trash,,Nebulak,Trash
,,,,,,,,,,,,,,,,,,,,,,,Enton,Trash,,Necrozma,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Evoli,Trash,,Nidoking,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Fatalitee,Trash,,Nidoqueen,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Felilou,Trash,,Nidoran-M,Trash
,,,,,,,,,,,,,,,,,,,,,,,Felino,Trash,,Nidoran-W,Trash
,,,,,,,,,,,,,,,,,,,,,,,Flamiau,Trash,,Nidorina,Trash
,,,,,,,,,,,,,,,,,,,,,,,Flampion,Trash,,Nidorino,Trash
,,,,,,,,,,,,,,,,,,,,,,,Flapteryx,Trash,,Nincada,Trash
,,,,,,,,,,,,,,,,,,,,,,,Flauschling,Trash,,Ninjask,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Flegmon,Trash,,Ninjatom,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Fleknoil,Trash,,Nockchan,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Flemmli,Trash,,Noctuh,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Fluffeluff,Trash,,Octillery,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Flurmel,Trash,,Oghnatoll,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Frizelbliz,Trash,,Ohrdoch,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Frubaila,Trash,,Olangaar,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Frubberl,Trash,,Onix,Trash
,,,,,,,,,,,,,,,,,,,,,,,Fukano,Trash,,Owei,Trash
,,,,,,,,,,,,,,,,,,,,,,,Galapaflos,Trash,,Palkia,Ban
,,,,,,,,,,,,,,,,,,,,,,,Galar-Flampion,Trash,,Pam-Pam,Trash
,,,,,,,,,,,,,,,,,,,,,,,Galar-Flegmon,Trash,,Pampross,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Galar-Makabaja,Trash,,Pampuli,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Galar-Mauzi,Trash,,Pandagro,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Galar-Ponita,Trash,,Pantifrost,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Galar-Porenta,Trash,,Pantimimi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Galar-Zigzachs,Trash,,Pantimos,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Ganovil,Trash,,Panzaeron,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Garstella,Trash,,Paragoni,Trash
,,,,,,,,,,,,,,,,,,,,,,,Geckarbor,Trash,,Parfi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Gelatini,Trash,,Parfinesse,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Gelatroppo,Trash,,Patinaraja,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Geronimatz,Trash,,Pelipper,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Gladiantri,Trash,,Pelzebub,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Glibunkel,Trash,,Pescragon,Ban
,,,,,,,,,,,,,,,,,,,,,,,Glumanda,Trash,,Pescryodon,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Glutexo,Trash,,Petznief,Trash
,,,,,,,,,,,,,,,,,,,,,,,Golbit,Trash,,Phandra,Trash
,,,,,,,,,,,,,,,,,,,,,,,Goldini,Trash,,Phantoross,Ban
,,,,,,,,,,,,,,,,,,,,,,,Gramokles,Trash,,Phlegleon,Trash
,,,,,,,,,,,,,,,,,,,,,,,Grolldra,Trash,,Pichu,Trash
,,,,,,,,,,,,,,,,,,,,,,,Haspiror,Trash,,Picochilla,Trash
,,,,,,,,,,,,,,,,,,,,,,,Hokumil,Trash,,Piepi,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Hoothoot,Trash,,Pii,Trash
,,,,,,,,,,,,,,,,,,,,,,,Hopplo,Trash,,Pikachu,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Hydropi,Trash,,Pikuda,Trash
,,,,,,,,,,,,,,,,,,,,,,,Hypnomorba,Trash,,Pinsir,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Ignivor,Trash,,Piondragi,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Imantis,Trash,,Pionskora,Trash
,,,,,,,,,,,,,,,,,,,,,,,Irrbis,Trash,,Pixi,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Iscalar,Trash,,Pokusan,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Isso,Trash,,Polaross,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kabuto,Trash,,Ponita,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kamehaps,Trash,,Porenta,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kanivanha,Trash,,Porygon,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kapuno,Trash,,Porygon-Z,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Karpador,Trash,,Porygon2,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kaumalat,Trash,,Pottrott,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Keradar,Trash,,Praktibalk,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kiesling,Trash,,Primarene,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kikugi,Trash,,Psiana,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kindwurm,Trash,,Psiau,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kirlia,Trash,,Psiaugon-männlich,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kleptifux,Trash,,Psiaugon-weiblich,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Klikk,Trash,,Pummeluff,Trash
,,,,,,,,,,,,,,,,,,,,,,,Klonkett,Trash,,Pumpdjinn,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Klopptopus,Trash,,Pumpdjinn L,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Knacklion,Trash,,Pumpdjinn M,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Knapfel,Trash,,Pumpdjinn S,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Knospi,Trash,,Pumpdjinn XL,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Krabby,Trash,,Pupitar,Trash
,,,,,,,,,,,,,,,,,,,,,,,Krakeelo,Trash,,Puppance,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kranoviz,Trash,,Pygraulon,Trash
,,,,,,,,,,,,,,,,,,,,,,,Krebscorps,Trash,,Quabbel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Kupfanti,Trash,,Quappo,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Kussilla,Trash,,Quapsel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lampi,Trash,,Quaputzi,Trash
,,,,,,,,,,,,,,,,,,,,,,,Larvitar,Trash,,Quartermak,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Laternecto,Trash,,Quaxo,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Laukaps,Trash,,Quiekel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lichtel,Trash,,Qurtel,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Liliep,Trash,,Rabauz,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lilminip,Trash,,Rabigator,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Lin-Fu,Trash,,Raffel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Lithomith,Trash,,Raichu,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Lombrero,Trash,,Raikou,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Loturzel,Trash,,Ramoth,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Luxio,Trash,,Raupy,Trash
,,,,,,,,,,,,,,,,,,,,,,,Mabula,Trash,,Rayquaza,Ban
,,,,,,,,,,,,,,,,,,,,,,,Machollo,Trash,,Regice,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Magby,Trash,,Regidrago,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Magnetilo,Trash,,Regieleki,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Makabaja,Trash,,Regigigas,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mantirps,Trash,,Regirock,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Marikeck,Trash,,Registeel,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Marill,Trash,,Reißlaus,Trash
,,,,,,,,,,,,,,,,,,,,,,,Mauzi,Trash,,Relaxo,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mebrana,Trash,,Relicanth,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mediras,Trash,,Remoraid,Trash
,,,,,,,,,,,,,,,,,,,,,,,Meikro,Trash,,Reptain,Trash
,,,,,,,,,,,,,,,,,,,,,,,Meltan,Trash,,Reshiram,Ban
,,,,,,,,,,,,,,,,,,,,,,,Memmeon,Trash,,Resladero,S-Tier
,,,,,,,,,,,,,,,,,,,,,,,Milza,Trash,,Rexblisar,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Miniras,Trash,,Riffex-Hoch,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mobai,Trash,,Riffex-Tief,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Mollimorba,Trash,,Rihorn,Trash
,,,,,,,,,,,,,,,,,,,,,,,Molunk,Trash,,Rihornior,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Monozyto,Trash,,Riolu,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Moorabbel,Trash,,Rizeros,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Muschas,Trash,,Robball,Trash
,,,,,,,,,,,,,,,,,,,,,,,Myrapla,Trash,,Rocara,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Natu,Trash,,Rokkaiman,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Navitaub,Trash,,Rollum,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nebulak,Trash,,Roselia,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nidoran-M,Trash,,Roserade,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nidoran-W,Trash,,Rossana,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nidorina,Trash,,Rotom,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nidorino,Trash,,Rotom-Fan,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Nincada,Trash,,Rotom-Frost,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Onix,Trash,,Rotom-Heat,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Owei,Trash,,Rotom-Mow,B-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pam-Pam,Trash,,Rotom-Wash,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pantimimi,Trash,,Rotomurf,Trash
,,,,,,,,,,,,,,,,,,,,,,,Paragoni,Trash,,Sabbaione,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Parfi,Trash,,Safcon,Trash
,,,,,,,,,,,,,,,,,,,,,,,Petznief,Trash,,Salanga,Trash
,,,,,,,,,,,,,,,,,,,,,,,Phandra,Trash,,Samurzel,Trash
,,,,,,,,,,,,,,,,,,,,,,,Phlegleon,Trash,,Sanaconda,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pichu,Trash,,Sandamer,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Picochilla,Trash,,Sandan,Trash
,,,,,,,,,,,,,,,,,,,,,,,Pii,Trash,,Sankabuh,Trash
,,,,,,,,,,,,,,,,,,,,,,,Pikuda,Trash,,Scampisto,Trash
,,,,,,,,,,,,,,,,,,,,,,,Pionskora,Trash,,Schabelle,Ban
,,,,,,,,,,,,,,,,,,,,,,,Ponita,Trash,,Schalellos,Trash
,,,,,,,,,,,,,,,,,,,,,,,Porygon,Trash,,Schallquap,Trash
,,,,,,,,,,,,,,,,,,,,,,,Praktibalk,Trash,,Scherox,A-Tier
,,,,,,,,,,,,,,,,,,,,,,,Psiau,Trash,,Schiggy,Trash
,,,,,,,,,,,,,,,,,,,,,,,Pummeluff,Trash,,Schillok,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pupitar,Trash,,Schlapfel,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Puppance,Trash,,Schlapor,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Pygraulon,Trash,,Schlaraffel,D-Tier
,,,,,,,,,,,,,,,,,,,,,,,Quabbel,Trash,,Schlingking,C-Tier
,,,,,,,,,,,,,,,,,,,,,,,Quapsel,Trash,,Schlurp,Trash
